#{"t_start": 1589058354.668272, "env_id": null}
8,21,365.170449
9,20,365.464301
9,20,365.759814
8,21,366.055656
9,20,366.350152
8,21,366.645288
8,19,366.919913
8,21,367.213964
9,20,367.508035
9,20,367.804145
9,20,368.099009
8,21,368.394207
9,20,368.688696
5,20,368.961062
9,20,369.255334
9,20,369.548305
8,21,369.850198
6,17,370.088191
8,21,370.384085
8,21,370.680963
9,20,370.978173
9,20,371.290413
9,20,371.60305
7,22,371.91268
8,21,372.218959
9,20,372.513973
9,20,372.80768
9,20,373.099805
8,21,373.394478
9,20,373.689805
9,20,373.986584
9,20,374.281837
7,20,374.553653
8,21,374.856984
9,20,375.151499
9,20,375.446849
9,20,375.739879
7,20,376.017367
-3,8,376.114455
8,19,376.39473
9,20,376.690034
9,20,376.986426
9,20,377.281186
9,20,377.576798
3,14,377.768415
8,21,378.065098
9,20,378.359643
9,20,378.653654
8,21,378.948583
9,20,379.252159
7,20,379.524771
8,21,379.821966
-2,9,379.931369
7,22,380.226137
7,18,380.482745
9,20,380.778404
9,20,381.072851
9,20,381.368521
7,18,381.634631
-2,9,381.745253
9,20,382.040219
9,20,382.334719
7,22,382.636067
8,21,382.931061
9,20,383.223946
5,22,383.526504
9,20,383.822122
9,20,384.115937
9,20,384.413616
2,13,384.580725
8,19,384.860499
9,20,385.155413
7,20,385.435086
8,21,385.730625
8,21,386.028228
8,21,386.349965
8,21,386.65724
7,18,386.908664
9,20,387.20562
9,20,387.501668
9,20,387.795958
8,21,388.090984
9,20,388.385749
9,20,388.678487
6,21,388.996466
9,20,389.295192
8,21,389.592391
9,20,389.891866
9,20,390.192919
8,19,390.471526
5,22,390.779201
9,20,391.073367
9,20,391.370772
9,20,391.665568
9,20,391.961021
8,21,392.266893
9,20,392.56901
8,21,392.864362
7,22,393.165671
8,21,393.462423
8,21,393.762764
8,21,394.059023
9,20,394.353907
-6,5,394.414613
8,21,394.712906
9,20,395.007556
8,21,395.308122
8,21,395.606916
8,21,395.909487
6,21,396.206876
8,21,396.508176
9,20,396.801956
5,24,397.106211
8,21,397.405094
9,20,397.698506
9,20,397.99188
9,20,398.285922
9,20,398.580266
9,20,398.874307
9,20,399.169991
9,20,399.464646
9,20,399.758313
8,19,400.030674
9,20,400.324841
9,20,400.620742
9,20,400.920244
9,20,401.212818
1,12,401.374432
9,20,401.667076
9,20,401.964776
9,20,402.259727
5,22,402.53479
8,21,402.832677
9,20,403.126208
8,19,403.402015
9,20,403.696275
7,22,404.009849
8,21,404.305912
9,20,404.602445
2,15,404.792429
3,18,405.048719
9,20,405.344532
9,20,405.637462
9,20,405.932449
8,21,406.231927
8,21,406.528151
7,22,406.825851
9,20,407.122895
8,21,407.41863
6,23,407.71894
2,15,407.909125
7,22,408.221318
8,21,408.520494
9,20,408.813011
9,20,409.10702
9,20,409.401264
9,20,409.694388
9,20,409.988273
5,20,410.247202
8,21,410.543209
9,20,410.839101
8,21,411.144443
9,20,411.441573
9,20,411.735122
1,12,411.883852
5,22,412.203627
8,19,412.475328
8,21,412.770452
9,20,413.06397
9,20,413.358261
9,20,413.653346
7,20,413.925576
9,20,414.219587
7,22,414.52631
9,20,414.820779
8,21,415.121155
7,22,415.42438
9,20,415.723066
8,21,416.028463
8,21,416.325228
9,20,416.623678
7,20,416.918354
7,22,417.222396
7,20,417.517967
6,21,417.798993
7,22,418.095167
9,20,418.388532
9,20,418.683763
9,20,418.977753
9,20,419.272402
8,19,419.556527
9,20,419.853459
9,20,420.147571
9,20,420.443325
8,21,420.739041
8,21,421.035593
8,21,421.335645
9,20,421.629094
9,20,421.924532
0,11,422.05928
9,20,422.35774
9,20,422.65907
8,21,422.9555
8,21,423.251097
9,20,423.547432
8,21,423.84407
6,23,424.153729
9,20,424.448905
9,20,424.743147
5,16,424.957451
8,21,425.252287
8,21,425.552147
9,20,425.845488
9,20,426.139324
9,20,426.433022
9,20,426.727587
9,20,427.021376
9,20,427.317122
8,21,427.617262
9,20,427.911123
8,21,428.205529
9,20,428.501558
7,22,428.797405
0,11,428.941153
9,20,429.236898
9,20,429.535582
8,21,429.830485
9,20,430.124851
8,21,430.419076
9,20,430.7126
9,20,431.006996
9,20,431.304748
9,20,431.607465
9,20,431.905513
5,20,432.171606
9,20,432.466296
9,20,432.761298
8,21,433.058667
9,20,433.355548
4,15,433.562443
9,20,433.855885
9,20,434.151847
8,21,434.450121
9,20,434.744572
9,20,435.038898
9,20,435.333464
9,20,435.628118
9,20,435.920382
9,20,436.216583
9,20,436.512572
9,20,436.809951
9,20,437.111114
9,20,437.406692
8,21,437.703986
9,20,437.998682
4,15,438.196028
8,21,438.4926
8,21,438.789775
6,19,439.047809
7,20,439.345006
9,20,439.642469
8,19,439.922253
9,20,440.221563
8,21,440.518134
9,20,440.813675
9,20,441.10935
9,20,441.404658
8,21,441.709861
8,21,442.004808
6,23,442.306158
9,20,442.602261
9,20,442.896074
8,21,443.192709
9,20,443.487009
7,20,443.781482
9,20,444.083318
8,21,444.379133
9,20,444.673241
8,21,444.968167
9,20,445.26356
6,21,445.541142
9,20,445.83531
9,20,446.129906
7,18,446.379549
8,21,446.675185
8,21,446.973244
9,20,447.269653
8,19,447.535888
-1,10,447.662979
7,22,447.963362
3,18,448.205602
9,20,448.503572
9,20,448.813115
8,21,449.115142
8,21,449.42125
9,20,449.715698
9,20,450.01082
8,21,450.306958
9,20,450.603314
9,20,450.902027
9,20,451.201939
9,20,451.498568
7,20,451.790215
8,21,452.087473
7,20,452.363372
9,20,452.657805
8,21,452.954489
8,21,453.253338
8,19,453.519079
9,20,453.813269
9,20,454.107503
9,20,454.402402
9,20,454.697979
8,21,454.99717
9,20,455.292228
9,20,455.585348
7,22,455.889725
7,20,456.18311
8,21,456.476687
7,20,456.766012
9,20,457.060369
8,21,457.359313
9,20,457.655352
7,20,457.934977
2,13,458.107037
9,20,458.406134
9,20,458.702163
9,20,458.995765
9,20,459.293806
8,21,459.591554
9,20,459.887086
7,20,460.162584
9,20,460.456801
9,20,460.751197
9,20,461.046664
9,20,461.346879
3,22,461.6458
9,20,461.940768
9,20,462.236354
7,20,462.53227
9,20,462.826421
8,21,463.132807
9,20,463.429984
9,20,463.724055
-4,7,463.807014
8,19,464.085192
9,20,464.380369
8,21,464.67494
9,20,464.971776
8,21,465.293649
9,20,465.588587
9,20,465.887765
9,20,466.182871
9,20,466.481554
9,20,466.782446
9,20,467.082765
8,21,467.385167
8,21,467.682562
8,21,467.979166
9,20,468.274316
9,20,468.568845
8,21,468.86572
8,21,469.163005
-3,8,469.262689
9,20,469.556824
9,20,469.852987
9,20,470.148591
9,20,470.444563
9,20,470.740428
9,20,471.034004
8,21,471.330783
9,20,471.627509
9,20,471.922004
9,20,472.216986
9,20,472.511428
9,20,472.806669
9,20,473.107287
9,20,473.403908
8,19,473.679614
9,20,473.975185
9,20,474.271607
9,20,474.565056
9,20,474.860747
7,22,475.162272
9,20,475.458327
8,21,475.758292
8,21,476.054107
9,20,476.350459
9,20,476.643654
9,20,476.938928
8,21,477.2335
8,21,477.534135
9,20,477.830997
8,21,478.126048
9,20,478.421014
9,20,478.715012
9,20,479.011574
8,21,479.313639
8,21,479.608612
8,21,479.904651
9,20,480.198508
9,20,480.499566
8,21,480.797159
9,20,481.091406
9,20,481.387161
9,20,481.682773
9,20,481.976039
9,20,482.271815
9,20,482.575882
9,20,482.870597
9,20,483.165706
9,20,483.46349
9,20,483.75769
8,21,484.055703
9,20,484.352402
9,20,484.645661
9,20,484.942411
3,20,485.217737
9,20,485.519446
0,11,485.671028
9,20,485.977712
9,20,486.277114
8,21,486.575859
9,20,486.870323
9,20,487.166575
7,20,487.464296
9,20,487.764736
9,20,488.058438
9,20,488.354058
7,20,488.647702
8,21,488.944297
9,20,489.239315
8,21,489.535269
9,20,489.831203
9,20,490.126908
9,20,490.420767
9,20,490.714506
9,20,491.009051
9,20,491.305693
9,20,491.600797
8,21,491.91431
9,20,492.208534
9,20,492.504507
9,20,492.798357
8,21,493.098167
9,20,493.392969
6,19,493.666058
7,18,493.921676
8,21,494.218473
9,20,494.51295
9,20,494.807505
9,20,495.121015
8,21,495.426852
9,20,495.724897
9,20,496.025706
9,20,496.330109
7,18,496.587774
6,23,496.891101
8,21,497.187999
8,21,497.494674
9,20,497.790376
8,21,498.086928
9,20,498.383672
9,20,498.6807
9,20,498.976835
8,21,499.274105
9,20,499.570305
9,20,499.866246
9,20,500.164511
8,21,500.466455
8,21,500.768851
9,20,501.067934
8,21,501.365352
4,15,501.562857
9,20,501.858334
6,19,502.122764
9,20,502.424093
9,20,502.71837
8,21,503.016056
9,20,503.310981
8,21,503.608877
9,20,503.904554
7,22,504.20633
8,21,504.503123
-1,12,504.650661
9,20,504.947463
9,20,505.249132
8,21,505.54582
8,21,505.84698
8,21,506.143304
8,21,506.439873
7,22,506.736504
0,11,506.884578
9,20,507.179144
9,20,507.476323
8,21,507.773684
9,20,508.068401
9,20,508.36505
9,20,508.675755
9,20,508.976698
8,21,509.272518
8,21,509.575994
8,21,509.872361
8,21,510.173175
8,21,510.469895
8,21,510.765703
9,20,511.061961
-5,6,511.138879
8,21,511.44179
8,21,511.745553
9,20,512.041025
9,20,512.337048
9,20,512.642389
8,21,512.938095
8,21,513.236039
3,16,513.45818
9,20,513.755248
8,21,514.051433
9,20,514.348325
9,20,514.64377
9,20,514.939611
8,19,515.212484
9,20,515.509478
9,20,515.803159
9,20,516.099981
9,20,516.396803
9,20,516.695814
9,20,516.993202
7,20,517.289524
2,13,517.463394
9,20,517.759171
7,22,518.055827
9,20,518.3527
8,21,518.64939
9,20,518.945757
9,20,519.240287
8,21,519.543302
8,21,519.847921
9,20,520.143528
9,20,520.438912
9,20,520.736824
9,20,521.035356
9,20,521.339832
9,20,521.636693
9,20,521.930867
7,22,522.227335
8,19,522.506795
9,20,522.800248
7,22,523.09588
9,20,523.392347
8,21,523.693244
9,20,523.995379
9,20,524.293518
9,20,524.588853
7,20,524.884569
9,20,525.179761
8,21,525.475857
9,20,525.770457
9,20,526.064669
9,20,526.360664
8,21,526.65719
9,20,526.953038
9,20,527.247652
8,21,527.546568
7,20,527.841709
9,20,528.137061
9,20,528.432786
6,19,528.707431
9,20,529.002555
8,19,529.281522
8,19,529.552836
9,20,529.849315
9,20,530.143713
9,20,530.438196
8,21,530.73394
9,20,531.028221
9,20,531.328135
9,20,531.626209
9,20,531.924366
9,20,532.2179
9,20,532.513464
9,20,532.808543
9,20,533.101763
9,20,533.395225
9,20,533.691072
9,20,533.985319
9,20,534.280762
9,20,534.575696
9,20,534.867961
8,19,535.145945
8,21,535.441942
9,20,535.736542
9,20,536.032502
8,21,536.347205
8,21,536.643951
7,22,536.944131
-1,10,537.066699
8,21,537.363584
7,22,537.663114
8,21,537.958185
8,21,538.257865
9,20,538.55841
8,21,538.855293
7,22,539.151947
9,20,539.446753
8,21,539.74569
9,20,540.042135
9,20,540.336516
8,21,540.634775
9,20,540.931136
3,20,541.174054
9,20,541.471517
9,20,541.766795
9,20,542.062467
8,19,542.339919
8,21,542.665636
9,20,542.957811
9,20,543.256012
9,20,543.550328
6,17,543.788257
9,20,544.082851
9,20,544.379153
9,20,544.673533
9,20,544.969171
8,21,545.26437
9,20,545.561207
9,20,545.871389
8,21,546.176288
8,19,546.470056
8,21,546.768242
5,24,547.080268
9,20,547.389464
9,20,547.70122
7,18,547.959411
7,22,548.259212
9,20,548.567124
7,22,548.882249
9,20,549.187873
8,21,549.506007
9,20,549.811072
9,20,550.110087
9,20,550.410862
9,20,550.734259
9,20,551.029912
9,20,551.328958
9,20,551.624873
9,20,551.919912
9,20,552.214988
7,22,552.512567
-1,10,552.635306
9,20,552.929005
8,21,553.232363
9,20,553.526014
0,23,553.845855
9,20,554.14249
9,20,554.436252
9,20,554.731679
9,20,555.026676
8,21,555.323247
9,20,555.618699
9,20,555.9241
9,20,556.241767
9,20,556.539805
9,20,556.834032
8,21,557.130766
9,20,557.42759
9,20,557.725311
9,20,558.019341
6,17,558.256615
8,21,558.55357
9,20,558.872343
8,21,559.17382
8,21,559.470895
8,21,559.773794
9,20,560.067709
9,20,560.364077
8,21,560.667119
9,20,560.962131
9,20,561.260045
9,20,561.55473
9,20,561.849532
9,20,562.143151
7,22,562.440936
9,20,562.735835
9,20,563.030602
8,21,563.331965
9,20,563.626455
9,20,563.921164
9,20,564.215429
7,20,564.512253
9,20,564.805953
8,21,565.105648
6,21,565.401475
8,21,565.695936
9,20,565.991795
9,20,566.286297
9,20,566.582508
8,19,566.855854
9,20,567.149749
8,21,567.446128
8,21,567.750222
7,18,568.006832
8,21,568.317927
9,20,568.618002
9,20,568.917259
9,20,569.211977
9,20,569.509384
9,20,569.809307
6,21,570.117031
9,20,570.431315
9,20,570.731558
9,20,571.030159
9,20,571.328331
7,20,571.623057
8,21,571.920117
9,20,572.215318
9,20,572.515905
9,20,572.812143
9,20,573.106893
9,20,573.401147
8,21,573.6992
9,20,573.993387
9,20,574.286905
7,22,574.584797
9,20,574.880281
8,21,575.17994
8,21,575.47676
9,20,575.770428
7,22,576.073513
9,20,576.369039
9,20,576.66384
8,21,576.958169
9,20,577.253379
9,20,577.549634
9,20,577.847661
9,20,578.143673
6,17,578.379361
8,21,578.685388
9,20,578.982477
9,20,579.278349
9,20,579.572622
9,20,579.866781
9,20,580.165732
9,20,580.459938
9,20,580.75501
8,21,581.051705
9,20,581.34737
3,20,581.588329
9,20,581.88398
5,16,582.10216
9,20,582.404898
9,20,582.704788
9,20,583.000335
9,20,583.295278
9,20,583.590658
9,20,583.886795
8,21,584.181676
7,20,584.460455
9,20,584.755694
9,20,585.051496
9,20,585.348048
9,20,585.644818
9,20,585.940385
9,20,586.235538
9,20,586.532244
9,20,586.827334
9,20,587.121183
9,20,587.417092
9,20,587.713982
9,20,588.012048
9,20,588.309082
7,20,588.582792
9,20,588.877903
9,20,589.176734
9,20,589.472224
7,22,589.789344
8,21,590.099313
6,21,590.439478
8,21,590.753128
8,21,591.050291
9,20,591.348121
9,20,591.643523
9,20,591.940049
9,20,592.236161
9,20,592.532853
8,21,592.842675
9,20,593.135454
8,21,593.444672
9,20,593.740564
9,20,594.037001
9,20,594.332662
9,20,594.628305
9,20,594.926038
6,19,595.185029
2,13,595.350314
5,18,595.590049
9,20,595.885881
9,20,596.181861
9,20,596.477667
8,21,596.773713
9,20,597.072787
9,20,597.368936
7,22,597.666552
8,21,597.971523
9,20,598.263846
7,20,598.559212
9,20,598.853859
9,20,599.14726
9,20,599.441782
8,21,599.738556
8,21,600.035721
9,20,600.331555
3,14,600.515692
9,20,600.812003
8,21,601.107976
7,18,601.378278
9,20,601.679879
9,20,601.97925
9,20,602.274023
9,20,602.580281
8,19,602.856916
9,20,603.152859
9,20,603.449631
9,20,603.74471
9,20,604.044229
9,20,604.344656
9,20,604.641139
7,22,604.942074
9,20,605.235861
8,21,605.534635
7,20,605.829702
9,20,606.123744
9,20,606.419994
8,21,606.715921
9,20,607.012197
9,20,607.308435
9,20,607.60474
8,21,607.903678
9,20,608.197494
9,20,608.494133
9,20,608.788707
9,20,609.085576
8,21,609.386878
9,20,609.68043
9,20,609.975693
8,21,610.271608
8,21,610.567992
9,20,610.86312
9,20,611.159154
7,22,611.458639
8,21,611.76698
9,20,612.063113
9,20,612.358678
9,20,612.65417
7,20,612.933144
9,20,613.22712
9,20,613.52194
9,20,613.815361
8,19,614.091627
9,20,614.387642
9,20,614.681031
9,20,614.97609
9,20,615.269379
9,20,615.56495
8,21,615.866191
9,20,616.160342
9,20,616.456836
8,21,616.761717
9,20,617.05574
7,22,617.351539
9,20,617.648524
9,20,617.944312
9,20,618.240472
9,20,618.542795
8,21,618.839771
5,20,619.12429
9,20,619.418459
9,20,619.712408
9,20,620.007624
6,19,620.281531
9,20,620.578463
9,20,620.87227
9,20,621.167416
1,16,621.371683
6,17,621.615339
8,21,621.912758
9,20,622.206797
9,20,622.505458
7,20,622.800863
9,20,623.09576
6,23,623.396551
9,20,623.691499
9,20,623.986762
7,18,624.238593
6,23,624.545688
9,20,624.840616
8,21,625.137498
9,20,625.432777
9,20,625.727682
8,21,626.024224
0,13,626.199716
9,20,626.497128
7,20,626.793206
9,20,627.089362
8,21,627.38468
9,20,627.680476
9,20,627.977816
9,20,628.285188
9,20,628.584423
9,20,628.881187
9,20,629.175643
9,20,629.471695
7,22,629.769601
8,21,630.071609
9,20,630.364484
9,20,630.660039
8,21,630.95331
9,20,631.24783
-4,7,631.331359
9,20,631.626711
9,20,631.92012
8,21,632.236642
9,20,632.539586
9,20,632.834837
8,19,633.108058
9,20,633.40894
-4,7,633.496447
8,21,633.792458
9,20,634.08862
9,20,634.390557
9,20,634.68595
8,21,634.983131
9,20,635.27755
8,21,635.575367
5,22,635.874718
7,22,636.172267
9,20,636.466632
9,20,636.761035
9,20,637.056267
8,21,637.352578
8,21,637.64825
9,20,637.943275
8,21,638.246391
8,21,638.541133
9,20,638.835626
2,13,639.000439
6,19,639.276789
8,21,639.57385
9,20,639.869675
8,21,640.171689
9,20,640.467522
9,20,640.76749
9,20,641.061801
9,20,641.356396
9,20,641.651642
9,20,641.945499
9,20,642.24018
9,20,642.534425
9,20,642.828536
9,20,643.123471
4,15,643.326339
9,20,643.622081
7,20,643.894683
9,20,644.188937
9,20,644.483231
9,20,644.778681
9,20,645.074461
9,20,645.368294
9,20,645.662301
7,18,645.90934
8,19,646.184074
9,20,646.482604
9,20,646.776849
9,20,647.073184
9,20,647.369854
8,19,647.642728
9,20,647.943009
8,21,648.244411
8,21,648.543525
9,20,648.843363
9,20,649.146519
9,20,649.442489
9,20,649.737495
9,20,650.033594
9,20,650.328625
8,21,650.624878
9,20,650.917714
5,16,651.137055
9,20,651.431141
9,20,651.72786
9,20,652.02226
7,20,652.295709
9,20,652.591444
9,20,652.88584
9,20,653.178291
9,20,653.47253
2,13,653.643178
8,19,653.916624
7,22,654.214677
9,20,654.50812
9,20,654.803211
8,19,655.076415
9,20,655.378263
7,22,655.679856
9,20,655.978076
9,20,656.272664
9,20,656.568298
9,20,656.862334
-4,7,656.950537
8,21,657.248406
9,20,657.542251
8,21,657.839665
8,21,658.141906
9,20,658.435484
9,20,658.730337
9,20,659.02354
9,20,659.318496
9,20,659.614314
7,18,659.862658
2,17,660.080528
9,20,660.374927
9,20,660.669235
8,21,660.962522
8,21,661.276798
7,22,661.574261
9,20,661.86738
9,20,662.162455
8,21,662.468297
7,20,662.749643
8,21,663.050421
8,21,663.351587
7,20,663.625146
3,16,663.82405
8,21,664.120864
8,21,664.420634
9,20,664.71596
8,21,665.034919
9,20,665.32993
9,20,665.626537
8,21,665.921985
7,22,666.222436
9,20,666.518722
9,20,666.814252
9,20,667.110921
9,20,667.405505
9,20,667.70018
9,20,667.996603
9,20,668.29269
9,20,668.587995
8,21,668.89334
6,21,669.208192
9,20,669.503689
8,21,669.80501
9,20,670.098823
9,20,670.394429
9,20,670.700681
9,20,671.001643
9,20,671.319506
8,21,671.621305
9,20,671.917594
8,21,672.213503
8,21,672.513902
9,20,672.811842
9,20,673.113171
-5,6,673.184057
-5,6,673.255461
9,20,673.549078
-6,7,673.639094
9,20,673.933393
8,21,674.234112
8,21,674.531215
8,21,674.827194
8,21,675.122095
9,20,675.416879
9,20,675.711671
9,20,676.008101
9,20,676.304456
9,20,676.601862
9,20,676.901152
1,12,677.055159
9,20,677.35114
8,21,677.654233
9,20,677.949247
9,20,678.247021
9,20,678.541002
9,20,678.837069
9,20,679.131528
9,20,679.425588
9,20,679.722472
8,21,680.019476
0,11,680.15603
9,20,680.452893
7,18,680.708834
9,20,681.003364
9,20,681.30045
7,22,681.601002
9,20,681.897113
8,21,682.193629
9,20,682.490776
9,20,682.788009
8,21,683.089766
8,21,683.385086
9,20,683.680486
2,15,683.864438
9,20,684.163929
9,20,684.46045
8,21,684.757628
-4,9,684.869197
8,21,685.164237
9,20,685.458719
9,20,685.754906
9,20,686.048057
-4,7,686.131104
9,20,686.428688
7,22,686.729001
7,22,687.029465
9,20,687.326309
9,20,687.62012
8,21,687.91824
8,21,688.231319
8,21,688.529355
9,20,688.824543
7,22,689.122311
9,20,689.41784
9,20,689.710532
9,20,690.006653
9,20,690.30595
7,22,690.621277
7,20,690.91517
8,21,691.211098
9,20,691.514264
9,20,691.80871
9,20,692.104162
9,20,692.402653
9,20,692.69723
9,20,692.993045
9,20,693.28812
9,20,693.58499
9,20,693.87974
3,14,694.064292
9,20,694.358925
9,20,694.652108
9,20,694.947552
9,20,695.24094
8,21,695.53606
9,20,695.83124
9,20,696.125008
8,21,696.420688
9,20,696.715317
9,20,697.011695
8,21,697.308037
9,20,697.604629
9,20,697.899952
9,20,698.193695
9,20,698.49568
9,20,698.799584
9,20,699.094883
8,21,699.391687
9,20,699.686493
9,20,699.981985
9,20,700.277404
9,20,700.572123
9,20,700.865438
8,19,701.14718
9,20,701.442356
9,20,701.740315
9,20,702.034793
9,20,702.330278
9,20,702.624831
9,20,702.92007
9,20,703.214995
8,21,703.511369
9,20,703.808765
9,20,704.104663
7,22,704.408026
9,20,704.702261
8,21,704.99712
9,20,705.292395
9,20,705.588195
9,20,705.883612
9,20,706.185461
8,21,706.482107
9,20,706.777247
9,20,707.07443
8,21,707.372689
-3,8,707.468043
9,20,707.763651
9,20,708.059471
9,20,708.361352
9,20,708.659794
9,20,708.956344
6,19,709.234332
9,20,709.529062
8,19,709.808806
9,20,710.108871
9,20,710.403643
8,19,710.678058
9,20,710.980811
8,21,711.282091
8,21,711.589818
8,21,711.884682
9,20,712.179213
-3,8,712.279975
8,21,712.576617
9,20,712.870445
9,20,713.16739
8,19,713.452374
9,20,713.746508
8,21,714.042609
4,21,714.338923
9,20,714.633692
9,20,714.928581
9,20,715.223286
9,20,715.517942
9,20,715.814714
5,16,716.037464
9,20,716.334385
-2,9,716.447916
9,20,716.74504
9,20,717.044339
8,21,717.340657
9,20,717.637962
9,20,717.933569
9,20,718.229107
9,20,718.52953
9,20,718.824779
9,20,719.121395
9,20,719.416718
9,20,719.710385
8,21,720.006882
9,20,720.302445
7,18,720.563048
8,21,720.859524
9,20,721.156328
8,21,721.452914
8,21,721.753335
-16,43,722.060889
9,20,722.362682
8,21,722.665422
9,20,722.963342
7,20,723.245995
-2,11,723.39382
8,21,723.69199
9,20,723.990287
7,20,724.264922
8,21,724.563428
9,20,724.859297
9,20,725.160353
9,20,725.458373
8,21,725.754891
9,20,726.052463
9,20,726.348671
9,20,726.646109
8,21,726.943158
-3,8,727.042769
9,20,727.33867
9,20,727.640587
9,20,727.936667
9,20,728.235602
8,21,728.538564
9,20,728.836152
9,20,729.133878
9,20,729.431207
8,21,729.730405
9,20,730.025601
9,20,730.321895
8,21,730.623398
7,22,730.923698
9,20,731.221712
8,21,731.521963
7,20,731.795811
9,20,732.093776
7,22,732.409835
8,21,732.708231
9,20,733.006022
8,21,733.304219
7,22,733.602906
9,20,733.900161
7,22,734.20369
9,20,734.501211
9,20,734.802725
7,22,735.101133
9,20,735.396652
8,21,735.692149
9,20,735.990214
9,20,736.288003
7,20,736.56662
9,20,736.859812
9,20,737.156304
